168.88	340.33	20.88	33.75
168.28	339.57	21.04	33.51
168.80	339.72	20.78	31.63
169.24	338.57	20.20	34.49
168.84	338.94	20.85	33.07
169.35	338.92	20.89	33.42
167.98	339.03	22.28	31.41
169.00	338.55	21.01	31.92
167.68	338.09	22.54	31.13
169.19	337.21	20.97	32.76
169.82	336.46	20.62	35.72
167.77	338.15	24.22	29.46
169.11	337.81	22.05	32.79
168.49	337.86	22.78	30.41
168.85	336.76	22.43	30.84
168.53	336.94	22.99	32.45
168.96	337.03	22.58	30.34
168.31	336.34	23.66	30.47
168.56	336.14	23.25	31.20
167.72	335.84	24.66	31.76
163.70	335.33	27.21	30.63
160.85	336.07	25.88	30.18
155.73	336.58	23.88	35.00
148.66	335.70	26.71	31.82
139.50	337.29	29.08	29.13
130.16	338.30	27.62	29.77
124.22	338.19	28.69	29.18
113.14	340.54	30.53	27.13
103.89	341.87	31.53	25.80
92.35	340.88	35.02	26.89
92.58	343.87	32.20	25.48
92.98	346.47	28.80	25.32
91.60	347.60	28.43	26.30
90.63	345.68	26.54	26.99
89.66	346.75	25.64	24.89
90.99	346.69	29.23	25.68
90.42	347.29	27.41	26.33
90.98	347.63	26.61	25.67
90.45	347.50	27.82	25.46
89.79	347.60	25.69	26.17
89.37	348.00	26.50	24.06
89.88	348.28	26.54	24.30
90.41	348.67	26.44	24.34
89.09	348.31	26.16	25.04
89.76	349.40	26.89	24.92
90.18	346.54	24.72	22.23
90.90	347.25	22.20	23.66
90.30	348.29	26.95	25.84
89.01	348.77	24.28	26.88
87.43	348.91	27.03	23.81
87.81	349.00	27.51	23.98
88.09	349.14	26.53	24.28
87.85	349.47	26.41	24.29
86.87	349.30	26.05	24.70
87.49	350.08	26.85	24.53
86.70	348.58	25.76	23.66
87.73	348.78	28.60	23.87
86.92	348.60	20.96	25.12
86.21	347.74	23.63	23.84
86.93	349.21	23.62	22.44
87.37	349.02	24.33	22.55
87.33	349.26	23.76	22.86
87.00	348.99	26.17	22.64
82.15	350.07	29.46	24.59
79.23	350.87	28.71	25.10
72.61	353.10	29.60	26.48
65.54	356.54	30.42	24.12
57.85	358.67	30.86	27.12
50.74	362.89	28.44	26.22
43.59	366.83	30.04	26.70
33.64	372.34	29.56	26.89
31.33	374.04	27.89	27.48
21.67	378.86	31.38	29.70
19.77	380.09	27.52	28.54
5.91	358.70	27.42	25.48
6.84	360.03	25.75	24.61
9.31	361.56	23.23	21.94
10.09	362.30	21.75	19.97
9.06	362.99	22.61	18.69
8.74	362.82	22.80	19.68
8.26	363.01	23.05	19.96
9.14	363.01	22.45	19.39
10.43	362.55	22.08	19.19
10.01	361.64	21.73	20.52
8.60	363.05	23.66	19.18
9.99	362.29	22.37	19.61
8.62	362.55	23.10	19.41
8.17	362.42	22.81	19.74
9.20	363.62	21.92	19.42
7.45	364.56	23.70	19.05
8.26	364.96	22.29	19.63
8.89	365.95	21.55	19.83
8.63	367.31	21.70	19.58
8.06	368.26	22.56	19.13
9.03	369.32	21.15	19.84
7.90	370.91	21.02	20.07
8.65	373.06	20.72	19.78
6.60	374.12	22.44	21.60
8.25	375.96	23.54	21.83
7.24	377.43	23.56	21.05
7.74	379.41	22.53	21.88
7.54	381.96	22.69	19.83
8.38	384.61	21.00	19.86
7.90	385.78	21.21	20.43
7.57	388.76	21.48	19.59
7.21	391.43	21.66	19.76
7.23	394.09	21.06	19.86
6.97	396.52	21.57	19.82
7.34	399.31	21.63	19.50
6.28	401.67	22.15	19.61
8.10	406.10	23.24	19.62
5.49	407.23	25.25	20.37
8.62	410.99	22.62	20.72
6.86	413.52	23.47	19.75
8.03	417.26	23.05	19.73
7.07	420.72	23.33	21.06
6.43	422.94	23.06	21.03
7.15	426.90	23.72	20.48
1.98	428.02	25.77	22.43
1.42	405.59	17.59	38.62
5.89	436.46	27.12	24.12
8.35	440.92	24.36	26.24
2.21	442.76	31.40	25.48
6.20	448.78	30.00	29.83
3.89	448.38	29.68	29.04
5.72	455.97	30.10	29.15
6.55	460.55	27.72	26.89
5.80	463.71	27.38	25.64
9.20	468.22	25.76	28.91
0.27	467.58	30.06	28.60
2.85	474.01	32.25	31.00
17.27	502.53	26.93	29.67
14.02	506.47	28.12	27.85
17.85	509.65	25.45	27.75
16.05	513.19	27.33	28.07
15.93	516.29	26.73	29.51
19.27	519.21	25.79	29.20
13.85	522.54	28.23	28.11
7.40	502.74	28.06	24.51
7.17	506.26	28.07	29.18
5.23	508.16	28.85	27.38
8.06	510.60	28.56	34.55
7.39	512.50	31.44	30.01
0.00	508.77	33.90	37.36
1.13	513.26	39.70	46.07
3.83	517.00	34.84	39.01
7.15	518.33	34.73	35.87
15.01	544.20	28.20	33.37
15.19	543.60	29.92	33.20
11.30	541.50	32.71	34.92
16.17	536.81	28.98	32.00
13.31	533.62	34.94	35.13
20.26	528.93	30.00	31.46
21.01	525.90	33.55	32.15
26.25	524.08	30.66	30.13
23.42	492.78	23.24	30.79
22.95	492.05	24.03	30.79
23.93	489.75	24.42	32.81
21.31	488.93	27.30	34.06
21.68	491.02	28.86	33.93
20.04	491.77	31.17	34.16
20.03	493.03	31.12	34.44
20.63	492.21	31.57	35.54
21.32	494.92	30.30	33.33
20.67	492.73	30.03	35.03
19.18	493.95	31.75	35.70
19.59	493.83	31.74	35.65
19.63	495.41	31.26	34.79
21.56	494.28	29.20	35.51
19.27	527.66	33.58	32.34
19.58	527.41	32.91	30.00
24.35	529.25	29.87	30.73
21.36	528.67	32.57	31.55
20.56	528.09	32.01	31.85
18.95	528.61	32.65	31.88
18.16	528.32	33.70	30.57
17.91	529.44	33.26	32.03
18.80	527.79	32.54	31.27
17.66	526.11	33.34	31.71
22.90	524.23	32.05	29.30
27.09	519.46	26.35	33.77
28.32	516.43	27.41	31.35
26.75	511.17	30.42	33.24
30.04	506.90	27.83	35.98
35.20	502.96	26.13	32.99
32.83	499.39	31.04	28.86
33.21	494.80	30.22	31.69
39.25	492.02	25.36	34.25
39.90	490.24	23.52	33.55
39.23	490.58	24.75	29.82
37.01	491.60	26.88	29.16
38.91	491.76	24.56	29.95
36.10	491.41	27.30	30.53
37.30	490.02	26.00	30.65
33.42	491.57	29.44	31.75
38.00	489.84	23.40	32.68
35.48	490.78	27.23	30.66
33.02	491.73	29.32	30.00
36.12	490.19	25.16	32.78
31.99	490.56	29.60	32.31
34.37	489.31	26.18	33.73
30.69	490.35	30.18	32.37
32.36	489.71	27.68	33.51
32.67	490.86	27.40	31.79
29.03	490.95	30.50	32.20
32.89	490.38	25.01	32.13
29.57	490.75	28.52	32.04
32.38	489.96	24.86	33.62
28.60	489.86	29.42	31.76
29.74	490.68	27.08	32.10
31.33	488.80	24.66	32.91
26.43	490.78	29.19	34.26
30.30	490.00	24.24	32.74
28.10	489.73	27.01	31.13
26.56	490.68	27.90	33.28
29.88	489.19	23.56	32.48
26.74	490.41	27.26	30.77
28.40	489.44	25.45	30.58
25.42	490.96	28.49	31.15
28.33	488.51	24.85	31.74
24.41	491.21	30.02	30.76
27.67	488.32	25.05	32.06
23.67	491.57	29.70	31.05
24.72	489.06	27.68	31.94
23.23	489.68	29.01	31.91
23.34	488.99	28.47	30.96
24.00	489.94	27.67	31.30
22.11	488.92	29.78	30.86
22.74	490.66	28.31	31.61
21.25	489.38	29.91	30.28
20.75	489.38	29.80	30.85
20.72	488.87	29.61	30.29
20.34	489.63	29.22	31.87
